time,Time,Humudity,Temp
25:01.8,11:25:02,44,22
25:22.8,11:25:23,44,22
25:33.4,11:25:33,44,22
25:43.9,11:25:44,44,22
25:54.4,11:25:54,44,22
26:05.0,11:26:05,44,22
26:15.5,11:26:16,44,22
26:36.6,11:26:37,44,22
26:47.1,11:26:47,44,22
26:57.7,11:26:58,44,22
27:08.2,11:27:08,44,22
27:18.8,11:27:19,44,22
27:29.3,11:27:29,45,22
27:39.8,11:27:40,45,22
28:00.9,11:28:01,45,22
28:11.5,11:28:11,45,22
28:22.0,11:28:22,45,22
28:32.5,11:28:33,45,22
28:43.1,11:28:43,45,22
28:53.6,11:28:54,45,22
29:14.7,11:29:15,45,22
29:25.2,11:29:25,45,22
29:35.8,11:29:36,45,22
29:46.3,11:29:46,45,22
29:56.8,11:29:57,45,22
30:07.4,11:30:07,45,22
30:17.9,11:30:18,45,22
30:28.5,11:30:28,45,22
30:39.0,11:30:39,45,22
30:49.5,11:30:50,45,22
31:00.1,11:31:00,46,22
31:10.6,11:31:11,46,22
31:21.2,11:31:21,46,22
31:31.7,11:31:32,46,22
31:42.2,11:31:42,46,22
31:52.8,11:31:53,46,22
32:03.3,11:32:03,46,22
32:13.8,11:32:14,46,22
32:34.9,11:32:35,46,22
32:45.5,11:32:45,46,22
32:56.0,11:32:56,46,22
33:06.5,11:33:07,46,22
33:17.1,11:33:17,46,22
33:27.6,11:33:28,46,22
33:38.2,11:33:38,46,22
33:48.7,11:33:49,46,22
33:59.2,11:33:59,46,22
34:09.8,11:34:10,46,22
34:20.3,11:34:20,46,22
34:30.8,11:34:31,46,22
34:41.4,11:34:41,46,22
34:51.9,11:34:52,46,22
35:02.5,11:35:02,46,22
35:13.0,11:35:13,46,22
35:34.1,11:35:34,46,22
35:44.6,11:35:45,46,22
35:55.2,11:35:55,46,22
36:05.7,11:36:06,46,22
36:16.2,11:36:16,46,22
36:26.8,11:36:27,47,22
36:37.3,11:36:37,47,22
36:47.9,11:36:48,47,22
36:58.4,11:36:58,47,22
37:19.5,11:37:19,47,22
37:30.0,11:37:30,47,22
37:51.1,11:37:51,47,22
38:01.6,11:38:02,47,22
38:12.2,11:38:12,47,22
38:22.7,11:38:23,47,22
38:33.2,11:38:33,47,22
38:43.8,11:38:44,47,22
38:54.3,11:38:54,47,22
39:04.9,11:39:05,47,22
39:15.4,11:39:15,48,22
39:25.9,11:39:26,48,22
39:36.5,11:39:36,48,22
39:47.0,11:39:47,48,22
40:08.1,11:40:08,48,22
40:18.6,11:40:19,48,22
40:29.2,11:40:29,48,22
40:39.7,11:40:40,48,22
40:50.2,11:40:50,48,22
41:00.8,11:41:01,48,22
41:21.8,11:41:22,48,22
41:32.4,11:41:32,48,22
41:42.9,11:41:43,48,22
41:53.5,11:41:53,48,22
42:04.0,11:42:04,48,22
42:14.5,11:42:15,48,22
42:25.1,11:42:25,48,22
42:35.6,11:42:36,48,22
42:46.1,11:42:46,48,22
42:56.7,11:42:57,48,22
43:07.2,11:43:07,48,22
43:17.8,11:43:18,48,22
43:28.3,11:43:28,48,22
43:38.8,11:43:39,48,22
43:49.4,11:43:49,48,22
43:59.9,11:44:00,48,22
44:10.5,11:44:10,48,22
44:21.0,11:44:21,48,22
44:31.5,11:44:32,48,22
44:42.1,11:44:42,48,22
45:03.2,11:45:03,48,22
45:13.7,11:45:14,48,22
45:24.2,11:45:24,48,22
45:45.3,11:45:45,48,22
45:55.8,11:45:56,48,22
46:06.4,11:46:06,48,22
46:16.9,11:46:17,48,22
46:27.5,11:46:27,48,22
46:38.0,11:46:38,48,22
46:48.5,11:46:49,48,22
46:59.1,11:46:59,48,22
47:09.6,11:47:10,48,22
47:20.1,11:47:20,48,22
47:30.7,11:47:31,48,22
47:41.2,11:47:41,48,22
47:51.8,11:47:52,48,22
48:02.3,11:48:02,49,22
48:12.8,11:48:13,49,22
48:23.4,11:48:23,49,22
48:33.9,11:48:34,49,22
48:44.4,11:48:44,49,22
48:55.0,11:48:55,49,22
49:05.5,11:49:06,49,22
49:16.1,11:49:16,49,22
49:26.6,11:49:27,49,22
49:37.1,11:49:37,49,22
49:47.7,11:49:48,49,22
49:58.2,11:49:58,49,22
50:08.7,11:50:09,49,22
50:19.3,11:50:19,49,22
50:40.4,11:50:40,49,22
50:50.9,11:50:51,49,22
51:01.4,11:51:01,49,22
51:12.0,11:51:12,49,22
51:22.5,11:51:23,49,22
51:33.0,11:51:33,49,22
51:43.6,11:51:44,49,22
51:54.1,11:51:54,49,22
52:04.7,11:52:05,49,22
52:15.2,11:52:15,49,22
52:25.7,11:52:26,49,22
52:46.8,11:52:47,49,22
53:07.9,11:53:08,49,22
53:18.4,11:53:18,49,22
53:29.0,11:53:29,49,22
53:50.1,11:53:50,49,22
54:00.6,11:54:01,49,22
54:11.1,11:54:11,49,22
54:21.7,11:54:22,49,22
54:32.2,11:54:32,49,22
54:42.8,11:54:43,49,22
55:03.8,11:55:04,49,22
55:14.4,11:55:14,49,22
55:24.9,11:55:25,49,22
55:35.4,11:55:35,49,22
55:46.0,11:55:46,49,22
55:56.5,11:55:57,49,22
56:17.6,11:56:18,49,22
56:28.1,11:56:28,49,22
56:38.7,11:56:39,49,22
56:59.8,11:57:00,48,22
57:10.3,11:57:10,48,22
57:20.8,11:57:21,48,22
57:31.4,11:57:31,49,22
57:41.9,11:57:42,49,22
58:13.5,11:58:14,48,22
58:24.1,11:58:24,48,22
58:34.6,11:58:35,48,22
58:45.1,11:58:45,48,22
58:55.7,11:58:56,49,22
59:06.2,11:59:06,49,22
59:16.8,11:59:17,48,22
59:27.3,11:59:27,48,22
59:37.8,11:59:38,48,22
59:48.4,11:59:48,48,22
59:58.9,11:59:59,48,22
00:09.5,12:00:09,48,22
00:20.0,12:00:20,48,22
00:30.5,12:00:31,48,22
00:41.1,12:00:41,48,22
01:02.2,12:01:02,48,22
01:12.7,12:01:13,48,22
01:23.2,12:01:23,48,22
01:33.8,12:01:34,48,22
01:44.3,12:01:44,48,22
01:54.9,12:01:55,48,22
02:15.9,12:02:16,48,22
02:26.5,12:02:26,48,22
02:47.5,12:02:48,48,22
02:58.1,12:02:58,48,22
03:19.2,12:03:19,48,22
03:29.7,12:03:30,48,22
03:40.2,12:03:40,48,22
03:50.8,12:03:51,48,22
04:01.3,12:04:01,48,22
04:11.9,12:04:12,48,22
04:22.4,12:04:22,48,22
04:32.9,12:04:33,48,22
04:43.5,12:04:43,48,23
04:54.0,12:04:54,48,23
05:04.5,12:05:05,48,23
05:15.1,12:05:15,48,23
05:25.6,12:05:26,48,23
05:36.1,12:05:36,48,23
05:46.7,12:05:47,48,23
05:57.2,12:05:57,48,22
06:07.8,12:06:08,48,22
06:18.3,12:06:18,48,23
06:28.8,12:06:29,48,23
06:39.4,12:06:39,48,23
07:00.4,12:07:00,48,23
07:11.0,12:07:11,48,23
07:21.5,12:07:22,48,23
07:32.0,12:07:32,48,23
07:42.6,12:07:43,48,23
07:53.1,12:07:53,48,23
08:03.7,12:08:04,48,23
08:24.7,12:08:25,48,23
08:35.3,12:08:35,48,23
08:45.8,12:08:46,48,23
08:56.3,12:08:56,48,23
09:06.9,12:09:07,48,23
09:17.4,12:09:17,47,23
09:28.0,12:09:28,47,23
09:38.5,12:09:39,47,23
09:49.0,12:09:49,47,23
09:59.6,12:10:00,47,23
10:10.1,12:10:10,47,23
10:31.2,12:10:31,48,23
11:02.8,12:11:03,47,23
11:13.4,12:11:13,47,23
11:45.0,12:11:45,47,23
11:55.5,12:11:56,47,23
12:06.1,12:12:06,47,23
12:16.6,12:12:17,47,23
12:27.1,12:12:27,47,23
12:48.2,12:12:48,47,23
12:58.7,12:12:59,47,23
13:09.3,12:13:09,47,23
13:19.8,12:13:20,47,23
13:30.4,12:13:30,47,23
13:40.9,12:13:41,47,23
13:51.4,12:13:51,47,23
14:02.0,12:14:02,47,23
14:12.5,12:14:13,47,23
14:23.1,12:14:23,47,23
14:33.6,12:14:34,47,23
14:44.1,12:14:44,47,23
14:54.7,12:14:55,47,23
15:05.2,12:15:05,47,23
15:47.3,12:15:47,47,23
15:57.9,12:15:58,47,23
16:08.4,12:16:08,47,23
16:18.9,12:16:19,47,23
16:29.5,12:16:29,47,23
16:50.5,12:16:51,47,23
17:22.2,12:17:22,47,23
17:32.7,12:17:33,47,23
17:43.2,12:17:43,47,23
17:53.8,12:17:54,47,23
18:04.3,12:18:04,47,23
18:14.8,12:18:15,47,23
18:25.4,12:18:25,47,23
18:35.9,12:18:36,47,23
18:46.4,12:18:46,47,23
18:57.0,12:18:57,47,23
19:07.5,12:19:08,47,23
19:18.1,12:19:18,47,23
19:39.1,12:19:39,47,23
19:49.7,12:19:50,47,23
20:00.2,12:20:00,47,23
20:10.8,12:20:11,47,23
20:21.3,12:20:21,47,23
20:42.4,12:20:42,47,23
20:52.9,12:20:53,47,23
21:03.4,12:21:03,47,23
21:14.0,12:21:14,47,23
21:35.1,12:21:35,47,23
21:45.6,12:21:46,46,23
22:06.7,12:22:07,46,23
22:17.2,12:22:17,46,23
22:27.7,12:22:28,46,23
22:38.3,12:22:38,46,23
22:48.8,12:22:49,46,23
23:09.9,12:23:10,46,23
23:20.4,12:23:20,46,23
23:30.9,12:23:31,46,23
23:41.5,12:23:41,46,23
23:52.0,12:23:52,46,23
24:02.6,12:24:03,46,23
24:13.1,12:24:13,46,23
24:23.6,12:24:24,46,23
24:34.2,12:24:34,46,23
24:44.7,12:24:45,46,23
24:55.3,12:24:55,46,23
25:16.3,12:25:16,46,23
25:37.4,12:25:37,46,23
25:47.9,12:25:48,46,23
25:58.5,12:25:58,46,24
26:09.0,12:26:09,46,24
26:19.6,12:26:20,46,24
26:30.1,12:26:30,46,24
26:51.2,12:26:51,46,24
27:01.7,12:27:02,46,24
27:12.2,12:27:12,46,24
27:22.8,12:27:23,46,24
27:33.3,12:27:33,46,24
27:43.9,12:27:44,46,24
27:54.4,12:27:54,45,24
28:04.9,12:28:05,46,24
28:15.5,12:28:15,46,24
28:26.0,12:28:26,46,24
28:47.1,12:28:47,45,24
28:57.6,12:28:58,45,24
29:08.1,12:29:08,45,24
29:18.7,12:29:19,45,24
29:29.2,12:29:29,45,24
29:39.8,12:29:40,45,24
29:50.3,12:29:50,45,24
30:00.8,12:30:01,45,24
30:11.4,12:30:11,45,24
30:21.9,12:30:22,45,24
30:32.5,12:30:32,45,24
30:43.0,12:30:43,45,24
30:53.5,12:30:54,45,24
31:04.1,12:31:04,45,24
31:14.6,12:31:15,45,24
31:25.2,12:31:25,45,24
31:35.7,12:31:36,45,24
31:46.2,12:31:46,45,24
31:56.8,12:31:57,45,24
32:07.3,12:32:07,45,24
32:17.9,12:32:18,45,24
32:28.4,12:32:28,45,24
32:38.9,12:32:39,45,24
32:49.5,12:32:49,45,24
33:00.0,12:33:00,45,24
33:10.5,12:33:11,45,24
33:21.1,12:33:21,45,24
33:31.6,12:33:32,45,24
33:42.2,12:33:42,45,24
33:52.7,12:33:53,45,24
34:03.2,12:34:03,45,24
34:13.8,12:34:14,45,24
34:24.3,12:34:24,45,24
34:34.8,12:34:35,45,24
34:45.4,12:34:45,45,24
34:55.9,12:34:56,45,24
35:06.4,12:35:06,45,24
35:17.0,12:35:17,45,24
35:38.1,12:35:38,45,24
35:48.6,12:35:49,45,24
35:59.1,12:35:59,45,24
36:09.7,12:36:10,45,24
36:20.2,12:36:20,45,24
36:30.8,12:36:31,45,24
36:41.3,12:36:41,45,24
36:51.8,12:36:52,45,24
37:12.9,12:37:13,45,24
37:23.5,12:37:23,45,24
37:34.0,12:37:34,45,24
37:44.5,12:37:45,45,24
37:55.1,12:37:55,45,24
38:05.6,12:38:06,45,24
38:16.2,12:38:16,45,24
38:37.2,12:38:37,45,24
38:47.8,12:38:48,45,24
38:58.3,12:38:58,45,24
39:08.8,12:39:09,45,24
39:19.4,12:39:19,45,24
39:29.9,12:39:30,45,24
39:40.4,12:39:40,45,24
39:51.0,12:39:51,45,24
40:12.1,12:40:12,45,24
40:22.6,12:40:23,45,24
40:33.1,12:40:33,45,24
40:43.7,12:40:44,45,24
40:54.2,12:40:54,45,24
41:15.3,12:41:15,45,24
41:25.8,12:41:26,45,24
41:36.4,12:41:36,45,24
41:46.9,12:41:47,45,24
41:57.4,12:41:57,45,24
42:18.5,12:42:19,45,24
42:29.0,12:42:29,45,24
42:39.6,12:42:40,45,24
42:50.1,12:42:50,45,24
43:00.7,12:43:01,45,24
43:11.2,12:43:11,45,24
43:32.3,12:43:32,44,24
43:42.8,12:43:43,44,24
43:53.3,12:43:53,44,24
44:03.9,12:44:04,44,24
44:14.4,12:44:14,44,24
44:24.9,12:44:25,44,24
44:35.5,12:44:35,44,24
44:46.0,12:44:46,45,24
44:56.6,12:44:57,44,24
45:17.6,12:45:18,44,24
45:28.2,12:45:28,44,24
45:38.7,12:45:39,44,24
45:49.2,12:45:49,44,24
45:59.8,12:46:00,44,24
46:10.3,12:46:10,44,24
46:31.4,12:46:31,44,24
46:41.9,12:46:42,44,24
46:52.5,12:46:52,44,24
47:03.0,12:47:03,44,24
47:24.1,12:47:24,44,24
47:34.6,12:47:35,44,24
47:45.2,12:47:45,44,24
47:55.7,12:47:56,44,24
48:06.3,12:48:06,44,24
48:16.8,12:48:17,44,24
48:27.3,12:48:27,44,24
48:37.9,12:48:38,44,24
48:48.4,12:48:48,44,24
48:58.9,12:48:59,44,24
49:09.5,12:49:09,44,24
49:20.0,12:49:20,44,24
49:30.5,12:49:31,44,24
49:41.1,12:49:41,44,24
49:51.6,12:49:52,44,24
50:02.1,12:50:02,44,24
50:12.7,12:50:13,44,24
50:23.2,12:50:23,44,24
50:33.8,12:50:34,44,24
50:54.8,12:50:55,44,24
51:05.4,12:51:05,43,24
51:15.9,12:51:16,43,24
51:26.4,12:51:26,43,24
51:37.0,12:51:37,43,24
51:47.5,12:51:48,43,24
51:58.1,12:51:58,43,24
52:08.6,12:52:09,43,25
52:19.1,12:52:19,43,25
52:29.7,12:52:30,43,24
52:40.2,12:52:40,43,25
52:50.8,12:52:51,43,25
53:01.3,12:53:01,43,25
53:11.8,12:53:12,43,25
53:22.4,12:53:22,42,25
53:32.9,12:53:33,43,25
53:43.5,12:53:43,43,25
53:54.0,12:53:54,43,25
54:04.5,12:54:05,42,25
54:25.6,12:54:26,42,25
54:36.1,12:54:36,42,25
54:46.7,12:54:47,42,25
54:57.2,12:54:57,42,25
55:07.8,12:55:08,42,25
55:18.3,12:55:18,42,25
55:28.8,12:55:29,42,25
55:39.4,12:55:39,42,25
56:00.5,12:56:00,42,25
56:11.0,12:56:11,42,25
56:21.6,12:56:22,42,25
56:42.6,12:56:43,43,25
57:03.7,12:57:04,43,25
57:14.2,12:57:14,43,25
57:24.8,12:57:25,43,25
57:35.3,12:57:35,43,25
57:45.8,12:57:46,43,25
57:56.4,12:57:56,43,25
58:06.9,12:58:07,43,25
58:28.0,12:58:28,43,25
58:38.5,12:58:39,43,25
58:49.1,12:58:49,43,25
58:59.6,12:59:00,43,25
59:10.2,12:59:10,43,25
59:20.7,12:59:21,43,25
59:31.2,12:59:31,43,25
59:41.8,12:59:42,43,25
59:52.3,12:59:52,43,25
00:02.9,13:00:03,43,25
00:13.4,13:00:13,43,25
00:34.5,13:00:34,43,25
00:55.6,13:00:56,43,25
01:06.1,13:01:06,43,25
01:16.6,13:01:17,43,25
01:27.2,13:01:27,43,25
01:37.7,13:01:38,43,25
01:48.3,13:01:48,43,25
01:58.8,13:01:59,43,25
02:19.9,13:02:20,43,25
02:30.4,13:02:30,43,25
02:41.0,13:02:41,43,25
02:51.5,13:02:51,43,25
03:02.0,13:03:02,43,25
03:12.6,13:03:13,43,25
03:33.6,13:03:34,43,25
03:44.2,13:03:44,43,25
04:15.8,13:04:16,43,25
04:26.3,13:04:26,43,25
04:36.9,13:04:37,43,25
04:47.4,13:04:47,43,25
04:57.9,13:04:58,43,25
05:08.5,13:05:08,43,25
05:29.6,13:05:30,43,25
05:40.1,13:05:40,43,25
05:50.6,13:05:51,43,25
06:01.2,13:06:01,43,25
06:22.2,13:06:22,43,25
06:43.3,13:06:43,43,25
06:53.9,13:06:54,43,25
07:04.4,13:07:04,43,25
07:14.9,13:07:15,43,25
07:25.5,13:07:25,43,25
07:36.0,13:07:36,43,25
07:46.6,13:07:47,43,25
07:57.1,13:07:57,43,25
08:07.6,13:08:08,43,25
08:18.2,13:08:18,43,25
08:28.7,13:08:29,43,25
08:39.3,13:08:39,43,25
08:49.8,13:08:50,43,25
09:00.3,13:09:00,43,25
09:10.9,13:09:11,43,25
09:21.4,13:09:21,43,25
09:32.0,13:09:32,43,25
09:42.5,13:09:42,43,25
09:53.0,13:09:53,43,25
10:03.6,13:10:04,43,25
10:14.1,13:10:14,43,25
10:24.7,13:10:25,43,25
10:35.2,13:10:35,43,25
10:45.7,13:10:46,43,25
10:56.3,13:10:56,43,25
11:06.8,13:11:07,43,25
11:17.4,13:11:17,43,25
11:27.9,13:11:28,43,25
11:38.4,13:11:38,43,25
11:49.0,13:11:49,43,25
11:59.5,13:12:00,43,25
12:10.1,13:12:10,43,25
12:31.1,13:12:31,43,25
12:41.7,13:12:42,43,25
12:52.2,13:12:52,43,25
13:02.8,13:13:03,43,25
13:13.3,13:13:13,43,25
13:23.8,13:13:24,43,25
13:34.4,13:13:34,43,25
13:44.9,13:13:45,43,25
13:55.5,13:13:55,42,25
14:06.0,13:14:06,43,25
14:16.5,13:14:17,42,25
14:27.1,13:14:27,42,25
14:37.6,13:14:38,42,25
14:48.1,13:14:48,42,25
14:58.7,13:14:59,42,25
15:09.2,13:15:09,42,25
15:19.7,13:15:20,42,25
15:30.3,13:15:30,42,25
15:40.8,13:15:41,42,25
15:51.3,13:15:51,42,25
16:12.4,13:16:12,42,25
16:23.0,13:16:23,42,25
16:33.5,13:16:33,42,25
16:44.0,13:16:44,42,25
16:54.6,13:16:55,42,25
17:05.1,13:17:05,42,25
17:15.6,13:17:16,42,25
17:26.2,13:17:26,42,25
17:47.3,13:17:47,42,25
17:57.8,13:17:58,42,25
18:08.3,13:18:08,42,25
18:18.9,13:18:19,42,25
18:29.4,13:18:29,42,25
18:50.5,13:18:50,42,25
19:11.6,13:19:12,42,25
19:22.1,13:19:22,43,25
19:32.6,13:19:33,43,25
19:43.2,13:19:43,43,25
19:53.7,13:19:54,43,25
20:04.3,13:20:04,43,25
20:14.8,13:20:15,43,25
20:25.3,13:20:25,43,25
20:35.9,13:20:36,43,25
20:46.4,13:20:46,43,25
20:57.0,13:20:57,43,25
21:18.1,13:21:18,43,25
21:28.6,13:21:29,43,25
21:39.1,13:21:39,43,25
22:00.2,13:22:00,43,25
22:10.7,13:22:11,43,25
22:21.3,13:22:21,43,25
22:31.8,13:22:32,43,25
22:42.4,13:22:42,43,25
22:52.9,13:22:53,43,25
23:03.4,13:23:03,43,25
23:14.0,13:23:14,43,25
23:24.5,13:23:25,43,25
23:35.0,13:23:35,43,25
23:45.6,13:23:46,43,25
23:56.1,13:23:56,43,25
24:06.7,13:24:07,43,25
24:17.2,13:24:17,43,25
24:27.7,13:24:28,43,25
24:38.3,13:24:38,44,25
24:48.8,13:24:49,44,25
24:59.4,13:24:59,44,25
25:09.9,13:25:10,44,25
25:20.4,13:25:20,44,25
25:31.0,13:25:31,44,25
25:41.5,13:25:42,44,25
25:52.0,13:25:52,44,25
26:02.6,13:26:03,44,25
26:13.1,13:26:13,44,25
26:23.7,13:26:24,44,25
26:34.2,13:26:34,44,25
26:44.8,13:26:45,44,25
26:55.3,13:26:55,44,25
27:05.8,13:27:06,44,25
27:16.4,13:27:16,44,25
27:26.9,13:27:27,44,25
27:37.4,13:27:37,44,25
27:48.0,13:27:48,44,25
27:58.5,13:27:59,44,25
28:09.0,13:28:09,44,25
28:19.6,13:28:20,44,25
28:30.1,13:28:30,44,25
28:40.7,13:28:41,44,25
28:51.2,13:28:51,44,25
29:01.7,13:29:02,44,25
29:12.3,13:29:12,44,25
29:22.8,13:29:23,44,25
29:33.3,13:29:33,44,25
29:43.9,13:29:44,44,25
29:54.4,13:29:54,44,25
30:05.0,13:30:05,44,25
30:15.5,13:30:15,44,25
30:26.0,13:30:26,44,25
30:36.6,13:30:37,44,25
30:47.1,13:30:47,44,25
30:57.6,13:30:58,44,25
31:08.2,13:31:08,44,25
31:18.7,13:31:19,44,25
31:29.2,13:31:29,44,25
31:50.3,13:31:50,45,25
32:00.9,13:32:01,45,25
32:11.4,13:32:11,45,25
32:21.9,13:32:22,45,25
32:43.0,13:32:43,45,25
32:53.5,13:32:54,45,25
33:04.1,13:33:04,45,25
33:14.6,13:33:15,45,25
33:25.2,13:33:25,45,25
33:35.7,13:33:36,45,25
33:46.2,13:33:46,45,25
33:56.8,13:33:57,45,25
34:28.4,13:34:28,45,25
34:38.9,13:34:39,45,25
34:49.4,13:34:49,45,25
35:00.0,13:35:00,45,25
35:10.5,13:35:11,45,25
35:21.1,13:35:21,45,25
35:31.6,13:35:32,45,25
35:42.1,13:35:42,45,25
35:52.7,13:35:53,45,25
36:03.2,13:36:03,45,25
36:34.8,13:36:35,45,25
36:55.9,13:36:56,45,25
37:06.4,13:37:06,45,25
37:17.0,13:37:17,45,25
37:27.5,13:37:28,45,25
37:38.0,13:37:38,45,25
37:48.6,13:37:49,45,25
37:59.1,13:37:59,45,25
38:09.7,13:38:10,45,25
38:20.2,13:38:20,45,25
38:30.7,13:38:31,45,25
38:41.3,13:38:41,45,25
39:02.4,13:39:02,45,25
39:12.9,13:39:13,45,25
39:34.0,13:39:34,45,25
39:44.5,13:39:45,45,25
40:05.6,13:40:06,45,25
40:16.1,13:40:16,45,25
40:26.7,13:40:27,45,25
40:37.2,13:40:37,45,25
40:47.8,13:40:48,45,25
40:58.3,13:40:58,45,25
41:08.8,13:41:09,45,25
41:19.4,13:41:19,45,25
41:40.4,13:41:40,45,25
41:51.0,13:41:51,45,25
42:01.5,13:42:02,45,25
42:12.1,13:42:12,45,25
42:22.6,13:42:23,45,25
42:33.1,13:42:33,45,25
42:43.7,13:42:44,45,25
43:04.8,13:43:05,45,25
43:15.3,13:43:15,45,25
43:25.8,13:43:26,45,25
43:36.4,13:43:36,45,25
43:46.9,13:43:47,45,25
43:57.4,13:43:57,45,25
44:08.0,13:44:08,45,25
44:18.5,13:44:19,45,25
44:29.1,13:44:29,45,25
44:39.6,13:44:40,45,25
44:50.1,13:44:50,45,25
45:00.7,13:45:01,45,25
45:11.2,13:45:11,45,25
45:21.8,13:45:22,45,25
45:32.3,13:45:32,45,25
45:42.8,13:45:43,45,25
45:53.4,13:45:53,45,25
46:03.9,13:46:04,45,25
46:14.4,13:46:14,45,25
46:25.0,13:46:25,45,25
46:35.5,13:46:36,45,25
46:56.6,13:46:57,45,25
47:07.1,13:47:07,45,25
47:17.7,13:47:18,45,25
47:28.2,13:47:28,45,25
47:38.7,13:47:39,45,25
47:49.3,13:47:49,45,25
48:31.4,13:48:31,45,25
48:42.0,13:48:42,45,25
48:52.5,13:48:53,45,25
49:03.1,13:49:03,45,25
49:13.6,13:49:14,45,25
49:24.1,13:49:24,45,25
49:34.7,13:49:35,45,25
49:45.2,13:49:45,45,25
49:55.7,13:49:56,45,25
50:06.3,13:50:06,45,25
50:16.8,13:50:17,45,25
50:37.9,13:50:38,45,25
50:48.4,13:50:48,45,25
50:59.0,13:50:59,45,25
51:09.5,13:51:10,45,25
51:20.0,13:51:20,45,25
51:30.6,13:51:31,45,25
51:41.1,13:51:41,45,25
51:51.7,13:51:52,45,25
52:02.2,13:52:02,45,25
52:12.7,13:52:13,45,25
52:23.3,13:52:23,45,25
52:44.4,13:52:44,45,25
52:54.9,13:52:55,45,25
53:05.4,13:53:05,45,25
53:16.0,13:53:16,45,25
53:26.5,13:53:27,45,25
53:47.6,13:53:48,45,25
53:58.1,13:53:58,45,25
54:08.7,13:54:09,45,25
54:29.7,13:54:30,45,25
54:40.3,13:54:40,45,25
55:01.4,13:55:01,45,25
55:11.9,13:55:12,45,25
55:22.4,13:55:22,45,25
55:33.0,13:55:33,45,25
55:43.5,13:55:44,45,25
55:54.0,13:55:54,45,25
56:15.1,13:56:15,45,25
56:36.2,13:56:36,46,25
56:57.3,13:56:57,46,25
57:07.8,13:57:08,46,25
57:18.3,13:57:18,46,25
57:28.9,13:57:29,46,25
57:39.4,13:57:39,46,25
57:50.0,13:57:50,46,25
58:00.5,13:58:01,46,25
58:11.0,13:58:11,46,25
58:42.6,13:58:43,46,25
58:53.2,13:58:53,46,25
59:03.7,13:59:04,46,25
59:24.8,13:59:25,46,25
59:35.3,13:59:35,46,25
59:45.9,13:59:46,46,25
59:56.4,13:59:56,46,25
00:06.9,14:00:07,46,25
00:17.5,14:00:17,46,25
00:28.0,14:00:28,46,25
00:38.5,14:00:39,46,25
00:49.1,14:00:49,46,25
00:59.6,14:01:00,46,25
01:10.2,14:01:10,46,25
01:20.7,14:01:21,46,25
01:31.2,14:01:31,46,25
01:41.8,14:01:42,46,25
01:52.3,14:01:52,46,25
02:02.9,14:02:03,46,25
02:13.4,14:02:13,46,25
02:23.9,14:02:24,46,25
02:34.5,14:02:34,46,25
02:45.0,14:02:45,46,25
02:55.6,14:02:56,46,25
03:06.1,14:03:06,46,25
03:16.6,14:03:17,46,25
03:27.2,14:03:27,46,25
03:37.7,14:03:38,46,25
03:48.2,14:03:48,46,25
04:09.3,14:04:09,46,25
04:19.8,14:04:20,46,25
04:30.4,14:04:30,46,25
04:40.9,14:04:41,46,25
04:51.5,14:04:51,46,25
05:12.5,14:05:13,46,25
05:23.1,14:05:23,46,25
05:33.6,14:05:34,46,25
05:54.7,14:05:55,46,25
06:05.2,14:06:05,46,25
06:15.8,14:06:16,46,25
06:47.4,14:06:47,46,25
06:57.9,14:06:58,46,25
07:08.5,14:07:08,46,25
07:19.0,14:07:19,46,25
07:29.5,14:07:30,46,25
07:40.1,14:07:40,46,25
07:50.6,14:07:51,46,25
08:01.1,14:08:01,46,25
08:11.7,14:08:12,46,25
08:22.2,14:08:22,46,25
08:32.8,14:08:33,46,25
08:43.3,14:08:43,46,25
08:53.8,14:08:54,46,25
09:04.4,14:09:04,46,25
09:14.9,14:09:15,46,25
09:25.5,14:09:25,46,25
09:36.0,14:09:36,46,25
09:46.5,14:09:47,46,25
09:57.1,14:09:57,46,25
10:18.2,14:10:18,46,25
10:28.7,14:10:29,46,25
10:39.2,14:10:39,46,25
10:49.8,14:10:50,46,25
11:00.3,14:11:00,46,25
11:10.8,14:11:11,46,25
11:21.4,14:11:21,46,25
11:31.9,14:11:32,46,25
11:42.5,14:11:42,46,25
11:53.0,14:11:53,46,25
12:03.5,14:12:04,46,25
12:14.1,14:12:14,46,25
12:24.6,14:12:25,46,25
12:35.1,14:12:35,46,25
12:45.7,14:12:46,46,25
12:56.2,14:12:56,46,25
13:06.7,14:13:07,46,25
13:17.3,14:13:17,46,25
13:27.8,14:13:28,46,25
13:38.4,14:13:38,46,25
13:48.9,14:13:49,46,25
13:59.4,14:13:59,47,25
14:10.0,14:14:10,47,25
14:20.5,14:14:21,47,25
14:31.0,14:14:31,47,25
14:41.6,14:14:42,47,25
14:52.1,14:14:52,47,25
15:02.7,14:15:03,47,25
15:13.2,14:15:13,47,25
15:23.7,14:15:24,47,25
15:34.3,14:15:34,47,25
15:55.4,14:15:55,47,25
16:16.4,14:16:16,47,25
16:37.5,14:16:38,47,25
16:48.0,14:16:48,47,25
16:58.6,14:16:59,47,25
17:09.1,14:17:09,47,25
17:19.7,14:17:20,47,25
17:30.2,14:17:30,47,25
17:40.7,14:17:41,47,25
17:51.3,14:17:51,47,25
18:01.8,14:18:02,47,25
18:12.3,14:18:12,47,25
18:33.4,14:18:33,47,25
18:43.9,14:18:44,47,25
18:54.5,14:18:54,47,25
